@ 86400 IN SOA dns hostmaster 2015042302 7200 3600 7200 600
@ 86400 IN MX 10 mailin1
86400 IN MX 10 mailin2
u-bg21-k10c 86400 IN A 192.168.11.15
u-bg21-k10d 86400 IN A 192.168.11.16
s-zw1 86400 IN A 193.170.129.234
ap29-rk 86400 IN A 192.168.248.79
s-zw2 86400 IN A 193.170.129.196
schober 86400 IN CNAME pm107a
kug190-182 86400 IN A 193.170.190.182
artinmotion 86400 IN CNAME s-www1
s-zw4 86400 IN A 192.168.107.148
w-br21-107a 86400 IN A 193.170.131.92
s-s1-esx2 86400 IN A 192.168.107.201
kug131-230 86400 IN A 193.170.131.230
wcs-alt 86400 IN A 193.170.190.75
sensor1-v6 86400 IN AAAA 2001:628:20d0:11::70
kug190-183 86400 IN A 193.170.190.183
ap03-br19 86400 IN A 192.168.248.83
s-vibe1 86400 IN A 193.170.52.26
w-ls19-207a 86400 IN A 192.168.170.13
kug190-184 86400 IN A 193.170.190.184
schiller 86400 IN A 193.170.130.214
p-os08-128a 86400 IN A 192.168.247.142
uu190-199 86400 IN A 193.170.190.199
asafirewall 86400 IN A 193.170.190.246
uu-rk-wlan-100-180 86400 IN A 193.170.100.180
w-ls19-208a 86400 IN A 192.168.170.14
kug250-069 86400 IN A 192.168.250.69
uu190-211 86400 IN A 193.170.190.211
w-ls19-209a 86400 IN A 192.168.170.15
r-kf 86400 IN A 193.170.190.26
ldap 86400 IN A 193.170.129.132
ap-bg21-0f1a 86400 IN A 192.168.248.138
sw1-br19-sz 86400 IN A 193.170.190.31
integration 86400 IN CNAME s-www-int1
w-br17-fo2a 86400 IN A 193.170.190.138
p-ls18-fo2a 86400 IN A 193.170.130.246
uu-248-004 86400 IN A 192.168.248.4
ap17-mm 86400 IN A 192.168.248.27
uu-248-010 86400 IN A 192.168.248.10
p-bg18-001a 86400 IN A 192.168.247.32
w-br19-353a 86400 IN A 193.170.190.150
sw1-hg-2og 86400 IN A 193.170.190.23
w-br19-353c 86400 IN A 193.170.190.152
w-br19-353d 86400 IN A 193.170.190.153
taoscpu 86400 IN A 193.170.131.251
ap-ls19-201a 86400 IN A 192.168.248.49
wm05 86400 IN A 193.170.129.39
wm06 86400 IN A 193.170.129.40
wm07 86400 IN A 193.170.129.41
wm08 86400 IN A 193.170.129.42
wm09 86400 IN A 193.170.129.43
dns-v6 86400 IN AAAA 2001:628:20d0:1::53
wm12 86400 IN A 193.170.129.46
wm13 86400 IN A 193.170.129.47
wm14 86400 IN A 193.170.129.48
wm15 86400 IN A 193.170.129.49
uu-248-043 86400 IN A 192.168.248.43
uu-248-050 86400 IN A 192.168.248.50
ap17-rk 86400 IN A 192.168.248.67
r-tu 86400 IN A 193.170.190.25
persinfo 600 IN A 194.48.80.163
wm66 86400 IN A 193.170.129.66
wm67 86400 IN A 193.170.129.67
uu-248-088 86400 IN A 192.168.248.88
p-bg18-010a 86400 IN A 192.168.247.31
uu-248-098 86400 IN A 192.168.248.98
wm79 86400 IN A 193.170.129.79
sw-bg17-k58a 86400 IN A 193.170.190.34
wm86 86400 IN A 193.170.129.86
uu-248-117 86400 IN A 192.168.248.117
wm88 86400 IN A 193.170.129.88
wm89 86400 IN A 193.170.129.89
uu-248-128 86400 IN A 192.168.248.128
uu-248-129 86400 IN A 192.168.248.129
w-br21-134a 86400 IN A 193.170.100.34
r-kf-outside 86400 IN A 193.170.190.249
uu-248-139 86400 IN A 192.168.248.139
uu-248-141 86400 IN A 192.168.248.141
uu-248-142 86400 IN A 192.168.248.142
uu-248-143 86400 IN A 192.168.248.143
uu-248-144 86400 IN A 192.168.248.144
uu-248-145 86400 IN A 192.168.248.145
w-br21-foyc 86400 IN A 193.170.100.31
impg-01 86400 IN A 193.170.128.41
impg-02 86400 IN A 193.170.128.42
impg-03 86400 IN A 193.170.128.43
impg-04 86400 IN A 193.170.128.44
impg-05 86400 IN A 193.170.128.45
impg-06 86400 IN A 193.170.128.46
impg-07 86400 IN A 193.170.128.47
impg-08 86400 IN A 193.170.128.38
impg-10 86400 IN A 193.170.128.50
ap06-br19 86400 IN A 192.168.248.86
ap06-br21 86400 IN A 192.168.248.135
w-br21-134b 86400 IN A 193.170.100.39
st-s1-cs0 86400 IN A 192.168.107.228
p-bg17-252a 86400 IN A 192.168.247.24
p-os08-024a 86400 IN A 193.170.131.246
w-br21-010c 86400 IN A 193.170.190.203
ap05-pm 86400 IN A 192.168.248.35
kug190-204 86400 IN A 193.170.190.204
ap05-rk 86400 IN A 192.168.248.55
point 86400 IN CNAME s-www1
uu131-234 86400 IN A 193.170.131.234
heizung-pm-1a 86400 IN A 193.170.131.10
elearning 86400 IN CNAME s-el2
t-br21-fo1b 86400 IN A 193.170.100.54
uu-190-237 86400 IN A 193.170.190.237
heizung-pm-1b 86400 IN A 193.170.131.11
t-mg39-foya 86400 IN A 193.170.131.125
p-ls15-105a 86400 IN A 192.168.247.58
p-ls15-106b 86400 IN A 192.168.247.66
p-ls15-107a 86400 IN A 192.168.247.57
p-mg39-105a 86400 IN A 192.168.247.132
uu-rk-wlan-100-209 86400 IN A 193.170.100.209
online-m 86400 IN A 193.170.190.65
dev-institut1 86400 IN CNAME s-wwwdev1
p-mg39-106a 86400 IN A 192.168.247.131
schauspiel 86400 IN CNAME s-www1
p-ls15-111a 86400 IN A 192.168.247.93
p-ls15-111b 86400 IN A 192.168.247.65
ap-bg18-001a 86400 IN A 192.168.248.45
w-br15-220a 86400 IN A 193.170.100.25
ipgateway 86400 IN A 193.170.131.6
p-ls15-114a 86400 IN A 192.168.247.55
dbprod1 86400 IN A 193.170.100.164
dbprod2 86400 IN A 193.170.100.165
s-gd-mg39 86400 IN A 192.168.152.25
bg0801 86400 IN A 193.170.128.195
usv1-br21-e12 86400 IN A 192.168.248.90
w-mg39-104a 86400 IN A 193.170.131.104
ap-bg18-010a 86400 IN A 192.168.248.44
s-oxe-c1 86400 IN A 192.168.152.12
ethnomusikologie 86400 IN CNAME s-www1
buffalo 86400 IN A 193.170.128.10
hoedlmoser 86400 IN CNAME pm107b
w-pm15-219a 86400 IN A 193.170.130.138
susemanager 86400 IN CNAME s-sm1
kug250-100 86400 IN A 192.168.250.100
s-co-dbp1 600 IN A 192.168.107.164
s-co-dbp2 600 IN A 192.168.107.165
s-co-dbq1 600 IN A 192.168.107.167
s-co-dbq2 600 IN A 192.168.107.168
mail 600 IN A 193.170.129.136
kug250-091 86400 IN A 192.168.250.91
s-co-rp1 600 IN A 193.170.128.166
s-co-rp2 600 IN A 192.168.107.161
s-co-rp3 86400 IN A 193.170.53.44
w-pt116-016a 86400 IN A 192.168.172.11
st-s2-nas1 86400 IN A 192.168.107.210
st-s2-nas2 86400 IN A 192.168.107.214
w-pm15-220c 86400 IN A 193.170.130.49
p-br21-zida 86400 IN A 193.170.191.123
p-br21-zidb 86400 IN A 192.168.248.100
s-webfile1 86400 IN A 193.170.52.23
kug250-092 86400 IN A 192.168.250.92
kug130-200 86400 IN A 193.170.130.200
kug250-093 86400 IN A 192.168.250.93
ap31-pm 86400 IN A 192.168.248.41
sw-ls15-302b 86400 IN A 193.170.190.94
s-lms1 86400 IN A 192.168.107.107
wcs 86400 IN CNAME s-pi1
w-mg39-105a 86400 IN A 193.170.131.107
ap31-rk 86400 IN A 192.168.248.123
cisco-pm-vlan6 86400 IN A 193.170.128.33
kug250-094 86400 IN A 192.168.250.94
s-gd-ls15 86400 IN A 192.168.152.20
ap-lg21-202a 86400 IN A 192.168.248.159
s-dm 600 IN CNAME s-dm1
s-do 86400 IN A 193.170.129.198
sw-bg21-031a 86400 IN A 193.170.190.8
u-ls15-k904b 86400 IN A 192.168.11.41
u-ls15-k904c 86400 IN A 192.168.11.42
kug250-095 86400 IN A 192.168.250.95
hg-alarmbox 86400 IN A 193.170.191.52
r-tu-v6 86400 IN AAAA 2001:628:20d0:1::1
w-br21-019a 86400 IN A 193.170.190.186
w-br21-019b 86400 IN A 193.170.190.187
uu131-250 86400 IN A 193.170.131.250
kug250-096 86400 IN A 192.168.250.96
kug130-059 86400 IN A 193.170.130.59
haustechnik 86400 IN A 193.170.191.215
s-gd-ls82 86400 IN A 192.168.152.22
kug250-107 86400 IN A 192.168.250.107
s-mg 86400 IN A 193.170.129.220
rm-ls82-k916a 86400 IN A 192.168.11.70
sw-lg14-022a 86400 IN A 193.170.190.81
sw-lg14-022b 86400 IN A 193.170.190.80
sw-lg14-022c 86400 IN A 193.170.190.79
s-t1 86400 IN A 193.170.129.226
production1 86400 IN CNAME s-www-prod1
ap18-mm 86400 IN A 192.168.248.28
production3 86400 IN CNAME s-www-prod3
ap16-mm 86400 IN A 192.168.248.26
u-ls15-k904a 86400 IN A 192.168.11.40
ap-lg21-204a 86400 IN A 192.168.248.160
s-pcs-hp08 86400 IN A 192.168.152.28
ap01-bg03-2og 86400 IN A 192.168.248.120
n-pm15-125a 86400 IN A 193.170.130.9
w-pm15-203a 86400 IN A 193.170.130.17
cisco-pm-bg 86400 IN A 193.170.191.5
kug250-110 86400 IN A 192.168.250.110
u-ls15-002ba 86400 IN A 192.168.11.45
ap18-rk 86400 IN A 192.168.248.68
lms1 86400 IN A 193.170.128.180
s-us 600 IN A 193.170.129.224
musikaesthetik 86400 IN CNAME s-www1
w-bg03-010a 86400 IN A 193.170.128.200
tabgsupport 86400 IN A 193.170.128.199
ngwnameserver2 600 IN CNAME s-gw2
kug130-100 86400 IN A 193.170.130.100
s-bes1 86400 IN A 193.170.129.219
kug128-011 86400 IN A 193.170.128.11
kug128-012 86400 IN A 193.170.128.12
kug130-092 86400 IN A 193.170.130.92
kug128-014 86400 IN A 193.170.128.14
kug128-015 86400 IN A 193.170.128.15
kug128-016 86400 IN A 193.170.128.16
kug128-017 86400 IN A 193.170.128.17
kug128-018 86400 IN A 193.170.128.18
kug128-020 86400 IN A 193.170.128.20
kug128-021 86400 IN A 193.170.128.21
kug128-022 86400 IN A 193.170.128.22
kug128-023 86400 IN A 193.170.128.23
kug128-024 86400 IN A 193.170.128.24
kug128-025 86400 IN A 193.170.128.25
kug128-026 86400 IN A 193.170.128.26
kug128-027 86400 IN A 193.170.128.27
kug128-028 86400 IN A 193.170.128.28
kug128-029 86400 IN A 193.170.128.29
kug128-031 86400 IN A 193.170.128.31
kug128-032 86400 IN A 193.170.128.32
kug130-095 86400 IN A 193.170.130.95
wlanguest 86400 IN A 192.168.251.11
kug130-096 86400 IN A 193.170.130.96
kug130-107 86400 IN A 193.170.130.107
cisco-pm-os 86400 IN A 193.170.191.13
kug129-098 86400 IN A 193.170.129.98
kug129-099 86400 IN A 193.170.129.99
kug130-111 86400 IN A 193.170.130.111
ap06-mm 86400 IN A 192.168.248.16
w-pm15-206a 86400 IN A 193.170.130.52
cs-doc 86400 IN CNAME comsys-doc
s-rtn-mon1 86400 IN A 193.170.53.62
ap06-pm 86400 IN A 192.168.248.36
ubportal 86400 IN CNAME s-www1
u-ls19-031a 86400 IN A 192.168.11.69
ap06-rk 86400 IN A 192.168.248.56
kug130-119 86400 IN A 193.170.130.119
cisco-pm-wm 86400 IN A 193.170.191.9
w-bg03-001a 86400 IN A 193.170.128.211
zid191-110 86400 IN A 193.170.191.110
p-bg17-359a 86400 IN A 192.168.247.25
s-sm1.old 86400 IN A 192.168.107.151
tempsensor1 86400 IN A 193.170.190.49
tempsensor2 86400 IN A 193.170.190.88
sw2-mg-sz 86400 IN A 193.170.190.22
kug128-181 86400 IN A 193.170.128.181
kug128-182 86400 IN A 193.170.128.182
kug128-183 86400 IN A 193.170.128.183
kug128-184 86400 IN A 193.170.128.184
kug128-185 86400 IN A 193.170.128.185
kug128-186 86400 IN A 193.170.128.186
kug128-187 86400 IN A 193.170.128.187
w-pm15-020a 86400 IN A 193.170.130.23
usv1-bg3-2og 86400 IN A 193.170.128.212
w-bg03-007a 86400 IN A 193.170.128.205
w-pm15-222a 86400 IN A 193.170.130.39
w-pm15-208b 86400 IN A 193.170.130.38
p-ls15-203a 86400 IN A 192.168.247.62
kug250-119 86400 IN A 192.168.250.119
uu129-005 86400 IN A 193.170.129.5
uu129-006 86400 IN A 193.170.129.6
uu129-007 86400 IN A 193.170.129.7
uu129-008 86400 IN A 193.170.129.8
uu129-009 86400 IN A 193.170.129.9
netman-m 86400 IN A 193.170.190.13
uu129-012 86400 IN A 193.170.129.12
uu129-013 86400 IN A 193.170.129.13
uu-kug100-121 86400 IN A 193.170.100.121
uu-kug100-122 86400 IN A 193.170.100.122
uu-kug100-123 86400 IN A 193.170.100.123
uu-kug100-124 86400 IN A 193.170.100.124
s-s1-esx2-ilo 86400 IN A 192.168.107.231
uu129-019 86400 IN A 193.170.129.19
uu129-021 86400 IN A 193.170.129.21
uu129-022 86400 IN A 193.170.129.22
uu129-023 86400 IN A 193.170.129.23
uu129-024 86400 IN A 193.170.129.24
uu129-025 86400 IN A 193.170.129.25
uu129-026 86400 IN A 193.170.129.26
uu129-027 86400 IN A 193.170.129.27
uu129-029 86400 IN A 193.170.129.29
kug130-139 86400 IN A 193.170.130.139
uu129-050 86400 IN A 193.170.129.50
p-pt116-012a 86400 IN A 192.168.247.109
uu129-070 86400 IN A 193.170.129.70
uu129-078 86400 IN A 193.170.129.78
uu129-080 86400 IN A 193.170.129.80
p-ls15-212a 86400 IN A 192.168.247.63
ctpso 86400 IN CNAME s-www1
uu129-087 86400 IN A 193.170.129.87
kug130-149 86400 IN A 193.170.130.149
s-smtp2 86400 IN A 193.170.129.211
s-monitor1 86400 IN A 192.168.107.104
86400 IN A 193.170.53.70
s-monitor2 86400 IN A 193.170.53.71
t-tp15-foya 86400 IN A 193.170.100.49
online1 86400 IN A 193.170.128.190
online2 600 IN A 192.168.107.169
online3 86400 IN A 193.170.53.43
wlan-con2 86400 IN A 192.168.248.7
s-omnivista 86400 IN A 192.168.152.16
sensor2-m 86400 IN A 193.170.100.57
kug130-159 86400 IN A 193.170.130.159
s-gd-bu03 86400 IN A 192.168.152.24
n-lg14-sw09a 86400 IN A 193.170.128.228
comsys190-044 86400 IN A 193.170.190.44
comsys190-045 86400 IN A 193.170.190.45
comsys190-046 86400 IN A 193.170.190.46
n-lg14-sw09f 86400 IN A 193.170.128.253
w-br21-010b 86400 IN A 193.170.190.195
wsus 600 IN CNAME s-us
ap-ig10-03003fa 86400 IN A 192.168.248.151
iprint 86400 IN CNAME s-ipa1
kug130-169 86400 IN A 193.170.130.169
s-mail1 86400 IN A 193.170.129.214
s-mail2 86400 IN A 192.168.107.114
steinwender 86400 IN A 193.170.128.101
static.phaidra 86400 IN CNAME phaidra
uu130-251 86400 IN A 193.170.130.251
uu130-253 86400 IN A 193.170.130.253
uu130-254 86400 IN A 193.170.130.254
u-lg14-202a 86400 IN A 192.168.11.55
vlan55-pm-hsrp-1 86400 IN A 193.170.129.3
kug190-014 86400 IN A 193.170.190.14
kug190-015 86400 IN A 193.170.190.15
s-www1 600 IN A 193.170.128.177
s-www2 86400 IN A 193.170.52.12
r-vlan9 86400 IN A 193.170.191.65
s-www4 86400 IN A 192.168.107.127
s-www5 86400 IN CNAME oeh
s-www6 86400 IN CNAME schubert
w-br21-032d 86400 IN A 193.170.191.70
w-br21-032e 86400 IN A 193.170.191.71
kug190-037 86400 IN A 193.170.190.37
production2 86400 IN CNAME s-www-prod2
w-pm15-214a 86400 IN A 193.170.130.177
n-pm15-203a 86400 IN A 193.170.130.45
rp-ls19-0f0a 86400 IN A 192.168.170.20
rp-ls19-0f0b 86400 IN A 192.168.170.21
kug190-179 86400 IN A 193.170.190.179
s-ics-m 86400 IN A 192.168.152.15
www.oeh 86400 IN CNAME oeh
tamgalarmbox 86400 IN A 193.170.191.36
kug130-189 86400 IN A 193.170.130.189
ap32-rk 86400 IN A 192.168.248.124
sensor 86400 IN A 193.170.190.86
kug130-203 86400 IN A 193.170.130.203
online1-m 86400 IN A 193.170.190.90
notlicht-pm-1a 86400 IN A 193.170.131.7
w-br17-358a 86400 IN A 193.170.131.90
86400 IN A 193.170.131.91
kug130-197 86400 IN A 193.170.130.197
institut17-1 86400 IN CNAME s-www1
kug130-208 86400 IN A 193.170.130.208
kug130-199 86400 IN A 193.170.130.199
w-zid-ws2 86400 IN A 193.170.191.93
kug190-161 86400 IN A 193.170.190.161
kug190-162 86400 IN A 193.170.190.162
kug190-163 86400 IN A 193.170.190.163
kug190-164 86400 IN A 193.170.190.164
kug190-165 86400 IN A 193.170.190.165
kug190-166 86400 IN A 193.170.190.166
kug190-167 86400 IN A 193.170.190.167
kug190-168 86400 IN A 193.170.190.168
kug190-170 86400 IN A 193.170.190.170
kug190-171 86400 IN A 193.170.190.171
kug190-172 86400 IN A 193.170.190.172
kug190-173 86400 IN A 193.170.190.173
mumuth200 86400 IN A 193.170.191.200
mumuth201 86400 IN A 193.170.191.201
kug190-176 86400 IN A 193.170.190.176
mumuth203 86400 IN A 193.170.191.203
mumuth204 86400 IN A 193.170.191.204
mumuth195 86400 IN A 193.170.191.195
mumuth196 86400 IN A 193.170.191.196
mumuth207 86400 IN A 193.170.191.207
mumuth198 86400 IN A 193.170.191.198
mumuth210 86400 IN A 193.170.191.210
kug190-185 86400 IN A 193.170.190.185
mumuth212 86400 IN A 193.170.191.212
mumuth213 86400 IN A 193.170.191.213
mumuth214 86400 IN A 193.170.191.214
kug190-200 86400 IN A 193.170.190.200
kug190-201 86400 IN A 193.170.190.201
mumuth218 86400 IN A 193.170.191.218
mumuth219 86400 IN A 193.170.191.219
kug190-205 86400 IN A 193.170.190.205
kug190-206 86400 IN A 193.170.190.206
kug190-207 86400 IN A 193.170.190.207
kug190-208 86400 IN A 193.170.190.208
kug190-210 86400 IN A 193.170.190.210
ftp 86400 IN CNAME s-ftp1
sw-ls82-122a 86400 IN A 193.170.190.105
cisco-mg-ta 86400 IN A 193.170.191.33
sw-ls82-122c 86400 IN A 193.170.190.110
sw1-rk-fw-sz 86400 IN A 193.170.191.225
kug130-219 86400 IN A 193.170.130.219
u-ls19-103a 86400 IN A 192.168.11.68
p-bg03-102a 86400 IN A 192.168.247.43
uu191-020 86400 IN A 193.170.191.21
uu191-022 86400 IN A 193.170.191.22
w-br21-035h 86400 IN A 193.170.100.19
ap19-mm 86400 IN A 192.168.248.29
p-os08-pfsa 86400 IN A 192.168.247.144
w-br21-035i 86400 IN A 193.170.100.20
r2-vlan71 86400 IN A 192.168.250.2
uu191-037 86400 IN A 193.170.191.37
uu191-038 86400 IN A 193.170.191.38
sensor6-m 86400 IN A 193.170.190.85
soap 600 IN CNAME s-gw1
st-s1-spa 86400 IN A 192.168.107.224
st-s1-spb 86400 IN A 192.168.107.225
kug130-230 86400 IN A 193.170.130.230
u-lg21-214a 86400 IN A 192.168.11.58
testing 86400 IN CNAME s-www-test1
uu131-003 86400 IN A 193.170.131.3
uu191-073 86400 IN A 193.170.191.73
ap20-rk 86400 IN A 192.168.248.70
uu191-075 86400 IN A 193.170.191.75
typo3 86400 IN CNAME s-www-prod3
uu191-077 86400 IN A 193.170.191.77
online-cd 86400 IN CNAME s-co-rp3
uu191-079 86400 IN A 193.170.191.79
signale 86400 IN CNAME s-www1
wcs-v4-1 86400 IN A 193.170.100.125
ap02-br19 86400 IN A 192.168.248.82
ap-hp08-kmsa 86400 IN A 192.168.248.163
wism2-ha1 86400 IN A 192.168.248.2
wism2-ha2 86400 IN A 192.168.248.3
uu191-119 86400 IN A 193.170.191.119
uu191-121 86400 IN A 193.170.191.121
uu131-009 86400 IN A 193.170.131.9
uu191-124 86400 IN A 193.170.191.124
uu191-125 86400 IN A 193.170.191.125
uu191-126 86400 IN A 193.170.191.126
p-bg03-113a 86400 IN A 192.168.247.44
uu191-130 86400 IN A 193.170.191.130
uu191-131 86400 IN A 193.170.191.131
p-tp15-006a 86400 IN A 193.170.130.158
t-br17-foya 86400 IN A 193.170.100.56
uu131-014 86400 IN A 193.170.131.14
uu131-015 86400 IN A 193.170.131.15
sw-ls82-140a 86400 IN A 193.170.190.120
kug250-139 86400 IN A 192.168.250.139
uu131-018 86400 IN A 193.170.131.18
ap02-br2l 86400 IN A 192.168.248.131
kug250-010 86400 IN A 192.168.250.10
kug250-011 86400 IN A 192.168.250.11
kug250-012 86400 IN A 192.168.250.12
kug250-013 86400 IN A 192.168.250.13
kug250-014 86400 IN A 192.168.250.14
kug250-015 86400 IN A 192.168.250.15
kug250-016 86400 IN A 192.168.250.16
kug250-017 86400 IN A 192.168.250.17
kug250-018 86400 IN A 192.168.250.18
kug250-020 86400 IN A 192.168.250.20
kug250-021 86400 IN A 192.168.250.21
kug250-022 86400 IN A 192.168.250.22
kug250-023 86400 IN A 192.168.250.23
kug250-024 86400 IN A 192.168.250.24
kug250-025 86400 IN A 192.168.250.25
kug250-026 86400 IN A 192.168.250.26
kug250-027 86400 IN A 192.168.250.27
kug250-028 86400 IN A 192.168.250.28
kug250-030 86400 IN A 192.168.250.30
kug250-031 86400 IN A 192.168.250.31
kug250-032 86400 IN A 192.168.250.32
kug250-033 86400 IN A 192.168.250.33
kug250-034 86400 IN A 192.168.250.34
kug250-035 86400 IN A 192.168.250.35
kug250-036 86400 IN A 192.168.250.36
kug250-037 86400 IN A 192.168.250.37
kug250-038 86400 IN A 192.168.250.38
kug250-040 86400 IN A 192.168.250.40
kug250-041 86400 IN A 192.168.250.41
nagios 86400 IN CNAME s-monitor1
kug250-043 86400 IN A 192.168.250.43
kug250-044 86400 IN A 192.168.250.44
kug250-045 86400 IN A 192.168.250.45
kug250-046 86400 IN A 192.168.250.46
kug250-047 86400 IN A 192.168.250.47
kug250-048 86400 IN A 192.168.250.48
kug250-050 86400 IN A 192.168.250.50
kug250-051 86400 IN A 192.168.250.51
kug250-052 86400 IN A 192.168.250.52
kug250-053 86400 IN A 192.168.250.53
kug250-054 86400 IN A 192.168.250.54
kug250-055 86400 IN A 192.168.250.55
kug250-056 86400 IN A 192.168.250.56
kug250-057 86400 IN A 192.168.250.57
kug250-058 86400 IN A 192.168.250.58
kug250-060 86400 IN A 192.168.250.60
kug250-061 86400 IN A 192.168.250.61
kug250-062 86400 IN A 192.168.250.62
kug250-063 86400 IN A 192.168.250.63
kug250-064 86400 IN A 192.168.250.64
kug250-065 86400 IN A 192.168.250.65
kug250-066 86400 IN A 192.168.250.66
kug250-067 86400 IN A 192.168.250.67
kug250-068 86400 IN A 192.168.250.68
kug250-070 86400 IN A 192.168.250.70
kug250-071 86400 IN A 192.168.250.71
kug250-072 86400 IN A 192.168.250.72
kug250-073 86400 IN A 192.168.250.73
kug250-074 86400 IN A 192.168.250.74
kug250-075 86400 IN A 192.168.250.75
kug250-076 86400 IN A 192.168.250.76
kug250-077 86400 IN A 192.168.250.77
kug250-078 86400 IN A 192.168.250.78
kug250-080 86400 IN A 192.168.250.80
kug250-081 86400 IN A 192.168.250.81
kug250-082 86400 IN A 192.168.250.82
kug250-083 86400 IN A 192.168.250.83
kug250-084 86400 IN A 192.168.250.84
kug250-085 86400 IN A 192.168.250.85
kug250-086 86400 IN A 192.168.250.86
kug250-087 86400 IN A 192.168.250.87
kug250-088 86400 IN A 192.168.250.88
kug250-089 86400 IN A 192.168.250.89
kug250-101 86400 IN A 192.168.250.101
kug250-102 86400 IN A 192.168.250.102
kug250-103 86400 IN A 192.168.250.103
kug250-104 86400 IN A 192.168.250.104
kug250-105 86400 IN A 192.168.250.105
kug250-106 86400 IN A 192.168.250.106
kug250-097 86400 IN A 192.168.250.97
kug250-108 86400 IN A 192.168.250.108
kug250-109 86400 IN A 192.168.250.109
kug250-111 86400 IN A 192.168.250.111
kug250-112 86400 IN A 192.168.250.112
kug250-113 86400 IN A 192.168.250.113
kug250-114 86400 IN A 192.168.250.114
kug250-115 86400 IN A 192.168.250.115
kug250-116 86400 IN A 192.168.250.116
kug250-117 86400 IN A 192.168.250.117
kug250-118 86400 IN A 192.168.250.118
kug250-120 86400 IN A 192.168.250.120
kug250-121 86400 IN A 192.168.250.121
kug250-122 86400 IN A 192.168.250.122
kug250-123 86400 IN A 192.168.250.123
kug250-124 86400 IN A 192.168.250.124
kug250-125 86400 IN A 192.168.250.125
kug250-126 86400 IN A 192.168.250.126
kug250-127 86400 IN A 192.168.250.127
kug250-128 86400 IN A 192.168.250.128
kug250-130 86400 IN A 192.168.250.130
kug250-131 86400 IN A 192.168.250.131
kug250-132 86400 IN A 192.168.250.132
kug250-133 86400 IN A 192.168.250.133
kug250-134 86400 IN A 192.168.250.134
nas-m 86400 IN A 193.170.190.36
kug250-136 86400 IN A 192.168.250.136
kug250-137 86400 IN A 192.168.250.137
kug250-138 86400 IN A 192.168.250.138
kug250-140 86400 IN A 192.168.250.140
kug250-141 86400 IN A 192.168.250.141
kug250-142 86400 IN A 192.168.250.142
kug250-143 86400 IN A 192.168.250.143
kug250-144 86400 IN A 192.168.250.144
kug250-145 86400 IN A 192.168.250.145
kug250-146 86400 IN A 192.168.250.146
kug250-147 86400 IN A 192.168.250.147
kug250-148 86400 IN A 192.168.250.148
kug250-149 86400 IN A 192.168.250.149
kug250-151 86400 IN A 192.168.250.151
kug250-152 86400 IN A 192.168.250.152
p-mg41-053a 86400 IN A 193.170.131.115
kug250-154 86400 IN A 192.168.250.154
kug250-155 86400 IN A 192.168.250.155
kug250-156 86400 IN A 192.168.250.156
kug250-157 86400 IN A 192.168.250.157
kug250-158 86400 IN A 192.168.250.158
kug250-160 86400 IN A 192.168.250.160
kug250-161 86400 IN A 192.168.250.161
kug250-162 86400 IN A 192.168.250.162
p-mg41-054a 86400 IN A 192.168.247.134
kug250-164 86400 IN A 192.168.250.164
kug250-165 86400 IN A 192.168.250.165
kug250-166 86400 IN A 192.168.250.166
p-rk-e23 86400 IN A 193.170.128.49
kug250-168 86400 IN A 192.168.250.168
kug250-170 86400 IN A 192.168.250.170
kug250-171 86400 IN A 192.168.250.171
kug250-172 86400 IN A 192.168.250.172
kug250-173 86400 IN A 192.168.250.173
kug250-174 86400 IN A 192.168.250.174
kug250-175 86400 IN A 192.168.250.175
kug250-176 86400 IN A 192.168.250.176
kug250-177 86400 IN A 192.168.250.177
kug250-178 86400 IN A 192.168.250.178
kug250-180 86400 IN A 192.168.250.180
kug250-181 86400 IN A 192.168.250.181
kug250-182 86400 IN A 192.168.250.182
kug250-183 86400 IN A 192.168.250.183
kug250-184 86400 IN A 192.168.250.184
kug250-185 86400 IN A 192.168.250.185
kug250-186 86400 IN A 192.168.250.186
kug250-187 86400 IN A 192.168.250.187
kug250-188 86400 IN A 192.168.250.188
kug250-190 86400 IN A 192.168.250.190
kug250-191 86400 IN A 192.168.250.191
kug250-202 86400 IN A 192.168.250.202
kug250-193 86400 IN A 192.168.250.193
kug250-204 86400 IN A 192.168.250.204
kug250-205 86400 IN A 192.168.250.205
kug250-206 86400 IN A 192.168.250.206
kug250-207 86400 IN A 192.168.250.207
kug250-198 86400 IN A 192.168.250.198
kug250-209 86400 IN A 192.168.250.209
kug250-211 86400 IN A 192.168.250.211
kug250-212 86400 IN A 192.168.250.212
kug250-213 86400 IN A 192.168.250.213
kug250-214 86400 IN A 192.168.250.214
kug250-215 86400 IN A 192.168.250.215
kug250-216 86400 IN A 192.168.250.216
kug250-217 86400 IN A 192.168.250.217
kug250-218 86400 IN A 192.168.250.218
kug250-219 86400 IN A 192.168.250.219
kug250-221 86400 IN A 192.168.250.221
kug250-222 86400 IN A 192.168.250.222
kug250-223 86400 IN A 192.168.250.223
kug250-224 86400 IN A 192.168.250.224
kug250-225 86400 IN A 192.168.250.225
kug250-226 86400 IN A 192.168.250.226
kug250-227 86400 IN A 192.168.250.227
kug250-228 86400 IN A 192.168.250.228
kug250-230 86400 IN A 192.168.250.230
ap04-mm 86400 IN A 192.168.248.14
kug250-232 86400 IN A 192.168.250.232
kug250-233 86400 IN A 192.168.250.233
